ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
01A,"Afognak Lake, AK",A43,"Kodiak Island, AK"
06A,"Kizhuyak, AK",A43,"Kodiak Island, AK"
06A,"Kizhuyak, AK",A43,"Kodiak Island, AK"
1CA,"Rio Vista, CA",HHR,"Hawthorne, CA"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",BLD,"Boulder City, NV"
1G4,"Peach Springs, AZ",GCN,"Grand Canyon, AZ"
1NY,"Penn Yan, NY",ISP,"Islip, NY"
6B0,"Middlebury, VT",HTO,"East Hampton, NY"
6B0,"Middlebury, VT",HPN,"White Plains, NY"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",KQA,"Akutan, AK"
7AK,"Akun, AK",DUT,"Unalaska, AK"
7AK,"Akun, AK",AKN,"King Salmon, AK"
7AK,"Akun, AK",KQA,"Akutan, AK"
A01,"Fairbanks/Ft. Wainwright, AK",FAI,"Fairbanks, AK"
A01,"Fairbanks/Ft. Wainwright, AK",FAI,"Fairbanks, AK"
A01,"Fairbanks/Ft. Wainwright, AK",FAI,"Fairbanks, AK"
A04,"Red Lake, AK",A43,"Kodiak Island, AK"
A04,"Red Lake, AK",A43,"Kodiak Island, AK"
A17,"Port Vita, AK",DGB,"Danger Bay, AK"
A17,"Port Vita, AK",A43,"Kodiak Island, AK"
A1K,"Deadhorse1, AK",SCC,"Deadhorse, AK"
A20,"Alpine, AK",ANC,"Anchorage, AK"
A20,"Alpine, AK",SCC,"Deadhorse, AK"
A26,"Ivotuk, AK",FAI,"Fairbanks, AK"
A27,"Pogo Mines, AK",FAI,"Fairbanks, AK"
A29,"Kiluda Bay, AK",A43,"Kodiak Island, AK"
A30,"Terror Lake, AK",A43,"Kodiak Island, AK"
A30,"Terror Lake, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",AOS,"Amook Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KOY,"Olga Bay, AK"
A43,"Kodiak Island, AK",KPY,"Port Bailey, AK"
A43,"Kodiak Island, AK",KWP,"West Point, AK"
A43,"Kodiak Island, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",DGB,"Danger Bay, AK"
A43,"Kodiak Island, AK",06A,"Kizhuyak, AK"
A43,"Kodiak Island, AK",A04,"Red Lake, AK"
A43,"Kodiak Island, AK",A17,"Port Vita, AK"
A43,"Kodiak Island, AK",A30,"Terror Lake, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KLN,"Larsen Bay, AK"
A43,"Kodiak Island, AK",ONN,"Onion Bay, AK"
A43,"Kodiak Island, AK",SYB,"Seal Bay, AK"
A43,"Kodiak Island, AK",A43,"Kodiak Island, AK"
A43,"Kodiak Island, AK",DGB,"Danger Bay, AK"
A43,"Kodiak Island, AK",01A,"Afognak Lake, AK"
A43,"Kodiak Island, AK",06A,"Kizhuyak, AK"
A43,"Kodiak Island, AK",A04,"Red Lake, AK"
A43,"Kodiak Island, AK",A17,"Port Vita, AK"
A43,"Kodiak Island, AK",A29,"Kiluda Bay, AK"
A43,"Kodiak Island, AK",A30,"Terror Lake, AK"
A43,"Kodiak Island, AK",ALZ,"Lazy Bay, AK"
A43,"Kodiak Island, AK",EHR,"Eagle Harbor, AK"
A43,"Kodiak Island, AK",KKB,"Kitoi Bay, AK"
A43,"Kodiak Island, AK",KLN,"Larsen Bay, AK"
A43,"Kodiak Island, AK",KWP,"West Point, AK"
A43,"Kodiak Island, AK",ONN,"Onion Bay, AK"
A43,"Kodiak Island, AK",ORI,"Port Lions, AK"
A43,"Kodiak Island, AK",SYB,"Seal Bay, AK"
A6K,"Fairbanks1, AK",FAI,"Fairbanks, AK"
A75,"Malina Bay, AK",A43,"Kodiak Island, AK"
A9K,"Healy, AK",FAI,"Fairbanks, AK"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",IAD,"Washington, DC"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",ATL,"Atlanta, GA"
ABE,"Allentown/Bethlehem/Easton, PA",DTW,"Detroit, MI"
ABE,"Allentown/Bethlehem/Easton, PA",ILN,"Wilmington, OH"
ABE,"Allentown/Bethlehem/Easton, PA",LAL,"Lakeland, FL"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",CLT,"Charlotte, NC"
ABE,"Allentown/Bethlehem/Easton, PA",ORD,"Chicago, IL"
ABE,"Allentown/Bethlehem/Easton, PA",IAD,"Washington, DC"
ABE,"Allentown/Bethlehem/Easton, PA",DAY,"Dayton, OH"
ABE,"Allentown/Bethlehem/Easton, PA",BFI,"Seattle, WA"
ABE,"Allentown/Bethlehem/Easton, PA",IFP,"Bullhead City, AZ"
ABE,"Allentown/Bethlehem/Easton, PA",SMF,"Sacramento, CA"
ABE,"Allentown/Bethlehem/Easton, PA",ILN,"Wilmington, OH"
ABE,"Allentown/Bethlehem/Easton, PA",LAL,"Lakeland, FL"
ABE,"Allentown/Bethlehem/Easton, PA",AFW,"Dallas/Fort Worth, TX"
ABE,"Allentown/Bethlehem/Easton, PA",SBD,"San Bernardino, CA"
ABE,"Allentown/Bethlehem/Easton, PA",MEM,"Memphis, TN"
ABE,"Allentown/Bethlehem/Easton, PA",IND,"Indianapolis, IN"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SRQ,"Sarasota/Bradenton, FL"
ABE,"Allentown/Bethlehem/Easton, PA",MYR,"Myrtle Beach, SC"
ABE,"Allentown/Bethlehem/Easton, PA",SFB,"Sanford, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PIE,"St. Petersburg, FL"
ABE,"Allentown/Bethlehem/Easton, PA",FLL,"Fort Lauderdale, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SRQ,"Sarasota/Bradenton, FL"
ABE,"Allentown/Bethlehem/Easton, PA",PGD,"Punta Gorda, FL"
ABE,"Allentown/Bethlehem/Easton, PA",SFB,"Sanford, FL"
ABE,"Allentown/Bethlehem/Easton, PA",COS,"Colorado Springs, CO"
ABE,"Allentown/Bethlehem/Easton, PA",LAL,"Lakeland, FL"
ABE,"Allentown/Bethlehem/Easton, PA",ONT,"Ontario, CA"
ABI,"Abilene, TX",IAH,"Houston, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX"
ABI,"Abilene, TX",IFP,"Bullhead City, AZ"
ABI,"Abilene, TX",DEN,"Denver, CO"
ABI,"Abilene, TX",LBB,"Lubbock, TX"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",RDB,"Red Dog, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",IAN,"Kiana, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",OBU,"Kobuk, AK"
ABL,"Ambler, AK",SHG,"Shungnak, AK"
ABL,"Ambler, AK",OTZ,"Kotzebue, AK"
ABQ,"Albuquerque, NM",CNM,"Carlsbad, NM"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",MSP,"Minneapolis, MN"
ABQ,"Albuquerque, NM",MSP,"Minneapolis, MN"
ABQ,"Albuquerque, NM",ATL,"Atlanta, GA"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",FAT,"Fresno, CA"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",PDX,"Portland, OR"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SFO,"San Francisco, CA"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",DFW,"Dallas/Fort Worth, TX"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",ORD,"Chicago, IL"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",ONT,"Ontario, CA"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",SLC,"Salt Lake City, UT"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",ELP,"El Paso, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",SDF,"Louisville, KY"
ABQ,"Albuquerque, NM",SVC,"Silver City/Hurley, NM"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",SAN,"San Diego, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",LAX,"Los Angeles, CA"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",OAK,"Oakland, CA"
ABQ,"Albuquerque, NM",BWI,"Baltimore, MD"
ABQ,"Albuquerque, NM",DAL,"Dallas, TX"
ABQ,"Albuquerque, NM",HOU,"Houston, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",MDW,"Chicago, IL"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",PHX,"Phoenix, AZ"
ABQ,"Albuquerque, NM",MIA,"Miami, FL"
ABQ,"Albuquerque, NM",ABQ,"Albuquerque, NM"
ABQ,"Albuquerque, NM",ICT,"Wichita, KS"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",SEA,"Seattle, WA"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",FMN,"Farmington, NM"
ABQ,"Albuquerque, NM",DRO,"Durango, CO"
ABQ,"Albuquerque, NM",LBB,"Lubbock, TX"
ABQ,"Albuquerque, NM",MEM,"Memphis, TN"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",AUS,"Austin, TX"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",MSP,"Minneapolis, MN"
ABQ,"Albuquerque, NM",CLL,"College Station/Bryan, TX"
ABQ,"Albuquerque, NM",JFK,"New York, NY"
ABQ,"Albuquerque, NM",LAS,"Las Vegas, NV"
ABQ,"Albuquerque, NM",MNZ,"Manassas, VA"
ABQ,"Albuquerque, NM",VNY,"Van Nuys, CA"
ABQ,"Albuquerque, NM",IAH,"Houston, TX"
ABQ,"Albuquerque, NM",DEN,"Denver, CO"
ABQ,"Albuquerque, NM",COS,"Colorado Springs, CO"
ABR,"Aberdeen, SD",MSP,"Minneapolis, MN"
ABR,"Aberdeen, SD",FSD,"Sioux Falls, SD"
ABY,"Albany, GA",ATL,"Atlanta, GA"
ABY,"Albany, GA",JAX,"Jacksonville, FL"
ABY,"Albany, GA",MEM,"Memphis, TN"
ABY,"Albany, GA",MCO,"Orlando, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",BHM,"Birmingham, AL"
ABY,"Albany, GA",MSY,"New Orleans, LA"
ABY,"Albany, GA",PNS,"Pensacola, FL"
ABY,"Albany, GA",SDF,"Louisville, KY"
ABY,"Albany, GA",JAN,"Jackson/Vicksburg, MS"
ACK,"Nantucket, MA",ORD,"Chicago, IL"
ACK,"Nantucket, MA",EWR,"Newark, NJ"
ACK,"Nantucket, MA",IAD,"Washington, DC"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",UGN,"Waukegan, IL"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",IAD,"Washington, DC"
ACK,"Nantucket, MA",ORD,"Chicago, IL"
ACK,"Nantucket, MA",CLT,"Charlotte, NC"
ACK,"Nantucket, MA",PHL,"Philadelphia, PA"
ACK,"Nantucket, MA",LGA,"New York, NY"
ACK,"Nantucket, MA",DCA,"Washington, DC"
ACK,"Nantucket, MA",RIC,"Richmond, VA"
ACK,"Nantucket, MA",HHR,"Hawthorne, CA"
ACK,"Nantucket, MA",MEM,"Memphis, TN"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",MVY,"Martha's Vineyard, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",EWR,"Newark, NJ"
ACK,"Nantucket, MA",LGA,"New York, NY"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",DCA,"Washington, DC"
ACK,"Nantucket, MA",JFK,"New York, NY"
ACK,"Nantucket, MA",DKK,"Dunkirk, NY"
ACK,"Nantucket, MA",BMG,"Bloomington, IN"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",VNY,"Van Nuys, CA"
ACK,"Nantucket, MA",ASE,"Aspen, CO"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",HYA,"Hyannis, MA"
ACK,"Nantucket, MA",RUT,"Rutland, VT"
ACK,"Nantucket, MA",DXR,"Danbury, CT"
ACK,"Nantucket, MA",MMU,"Morristown, NJ"
ACK,"Nantucket, MA",IAD,"Washington, DC"
ACK,"Nantucket, MA",BDR,"Bridgeport, CT"
ACK,"Nantucket, MA",LGA,"New York, NY"
ACK,"Nantucket, MA",FRG,"East Farmingdale, NY"
ACK,"Nantucket, MA",PNE,"Philadelphia, PA"
ACK,"Nantucket, MA",BED,"Bedford, MA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",BOS,"Boston, MA"
ACK,"Nantucket, MA",TEB,"Teterboro, NJ"
ACK,"Nantucket, MA",BBX,"Blue Bell, PA"
ACK,"Nantucket, MA",NJ1,"Berlin, NJ"
ACK,"Nantucket, MA",VWK,"Saratoga Springs, NY"
ACK,"Nantucket, MA",WST,"Westerly, RI"
ACK,"Nantucket, MA",ZXU,"North Kingstown, RI"
ACK,"Nantucket, MA",ALB,"Albany, NY"
ACK,"Nantucket, MA",OWD,"Norwood, MA"
ACK,"Nantucket, MA",EWB,"New Bedford/Fall River, MA"
ACK,"Nantucket, MA",PVD,"Providence, RI"
ACK,"Nantucket, MA",BED,"Bedford, MA"
ACK,"Nantucket, MA",LNS,"Lancaster, PA"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACK,"Nantucket, MA",HPN,"White Plains, NY"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",DFW,"Dallas/Fort Worth, TX"
ACT,"Waco, TX",FOE,"Topeka, KS"
ACT,"Waco, TX",SHV,"Shreveport, LA"
ACT,"Waco, TX",SHV,"Shreveport, LA"
ACT,"Waco, TX",DSM,"Des Moines, IA"
ACT,"Waco, TX",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",DEN,"Denver, CO"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",LAX,"Los Angeles, CA"
ACV,"Arcata/Eureka, CA",PHX,"Phoenix, AZ"
ACV,"Arcata/Eureka, CA",SFO,"San Francisco, CA"
ACV,"Arcata/Eureka, CA",PHX,"Phoenix, AZ"
ACV,"Arcata/Eureka, CA",SMF,"Sacramento, CA"
ACV,"Arcata/Eureka, CA",UKI,"Ukiah, CA"
ACV,"Arcata/Eureka, CA",BUR,"Burbank, CA"
ACV,"Arcata/Eureka, CA",BUR,"Burbank, CA"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",CLE,"Cleveland, OH"
ACY,"Atlantic City, NJ",BUF,"Buffalo, NY"
ACY,"Atlantic City, NJ",STL,"St. Louis, MO"
ACY,"Atlantic City, NJ",CMH,"Columbus, OH"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",CRW,"Charleston/Dunbar, WV"
ACY,"Atlantic City, NJ",ACY,"Atlantic City, NJ"
ACY,"Atlantic City, NJ",LBE,"Latrobe, PA"
ACY,"Atlantic City, NJ",CLT,"Charlotte, NC"
ACY,"Atlantic City, NJ",FAY,"Fayetteville, NC"
ACY,"Atlantic City, NJ",OAJ,"Jacksonville/Camp Lejeune, NC"
ACY,"Atlantic City, NJ",RDU,"Raleigh/Durham, NC"
ACY,"Atlantic City, NJ",ROA,"Roanoke, VA"
ACY,"Atlantic City, NJ",BOS,"Boston, MA"
ACY,"Atlantic City, NJ",AUS,"Austin, TX"
ACY,"Atlantic City, NJ",MHT,"Manchester, NH"
ACY,"Atlantic City, NJ",RIC,"Richmond, VA"
ACY,"Atlantic City, NJ",BRO,"Brownsville, TX"
ACY,"Atlantic City, NJ",PIA,"Peoria, IL"
ACY,"Atlantic City, NJ",GSO,"Greensboro/High Point, NC"
ACY,"Atlantic City, NJ",CAK,"Akron, OH"
ACY,"Atlantic City, NJ",JAX,"Jacksonville, FL"
ACY,"Atlantic City, NJ",FNT,"Flint, MI"
ACY,"Atlantic City, NJ",MSN,"Madison, WI"
ACY,"Atlantic City, NJ",CLT,"Charlotte, NC"
ACY,"Atlantic City, NJ",HOU,"Houston, TX"
ACY,"Atlantic City, NJ",PIE,"St. Petersburg, FL"
ACY,"Atlantic City, NJ",MCI,"Kansas City, MO"
ACY,"Atlantic City, NJ",PNS,"Pensacola, FL"
ACY,"Atlantic City, NJ",MHT,"Manchester, NH"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",RIC,"Richmond, VA"
ACY,"Atlantic City, NJ",CRP,"Corpus Christi, TX"
ACY,"Atlantic City, NJ",CHS,"Charleston, SC"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",ATL,"Atlanta, GA"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",TPA,"Tampa, FL"
ACY,"Atlantic City, NJ",MYR,"Myrtle Beach, SC"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",RSW,"Fort Myers, FL"
ACY,"Atlantic City, NJ",MCO,"Orlando, FL"
ACY,"Atlantic City, NJ",PBI,"West Palm Beach/Palm Beach, FL"
ACY,"Atlantic City, NJ",AVP,"Scranton/Wilkes-Barre, PA"
ACY,"Atlantic City, NJ",LGA,"New York, NY"
ACY,"Atlantic City, NJ",SJC,"San Jose, CA"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",MIV,"Millville, NJ"
ACY,"Atlantic City, NJ",MXE,"Maxton, NC"
ACY,"Atlantic City, NJ",RWI,"Rocky Mount, NC"
ACY,"Atlantic City, NJ",MMU,"Morristown, NJ"
ACY,"Atlantic City, NJ",AVP,"Scranton/Wilkes-Barre, PA"
ACY,"Atlantic City, NJ",PHL,"Philadelphia, PA"
ACY,"Atlantic City, NJ",LGA,"New York, NY"
ACY,"Atlantic City, NJ",FRG,"East Farmingdale, NY"
ACY,"Atlantic City, NJ",FLL,"Fort Lauderdale, FL"
ACY,"Atlantic City, NJ",HPN,"White Plains, NY"
ACY,"Atlantic City, NJ",TEB,"Teterboro, NJ"
ACY,"Atlantic City, NJ",PDK,"Atlanta, GA"
ACY,"Atlantic City, NJ",ORH,"Worcester, MA"
ACY,"Atlantic City, NJ",AVP,"Scranton/Wilkes-Barre, PA"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADK,"Adak Island, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",SEA,"Seattle, WA"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",DGB,"Danger Bay, AK"
ADQ,"Kodiak, AK",KLN,"Larsen Bay, AK"
ADQ,"Kodiak, AK",ORI,"Port Lions, AK"
ADQ,"Kodiak, AK",09A,"Homer, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",KCQ,"Chignik, AK"
ADQ,"Kodiak, AK",KOZ,"Ouzinkie, AK"
ADQ,"Kodiak, AK",KYK,"Karluk, AK"
ADQ,"Kodiak, AK",NNK,"Naknek, AK"
ADQ,"Kodiak, AK",OLH,"Old Harbor, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADQ,"Kodiak, AK",ADQ,"Kodiak, AK"
ADQ,"Kodiak, AK",AKK,"Akhiok, AK"
ADQ,"Kodiak, AK",SDP,"Sandpoint, AK"
ADQ,"Kodiak, AK",ANC,"Anchorage, AK"
ADS,"Dallas, TX",LRD,"Laredo, TX"
ADS,"Dallas, TX",YIP,"Detroit, MI"
ADS,"Dallas, TX",CPR,"Casper, WY"
ADS,"Dallas, TX",BGD,"Borger, TX"
ADS,"Dallas, TX",FYV,"Fayetteville, AR"
ADS,"Dallas, TX",HOU,"Houston, TX"
ADS,"Dallas, TX",AUS,"Austin, TX"
ADS,"Dallas, TX",TEB,"Teterboro, NJ"
ADS,"Dallas, TX",VNY,"Van Nuys, CA"
ADS,"Dallas, TX",VNY,"Van Nuys, CA"
ADS,"Dallas, TX",SFO,"San Francisco, CA"
ADS,"Dallas, TX",HPN,"White Plains, NY"
ADS,"Dallas, TX",BZN,"Bozeman, MT"
